slug,year,start,end,attendance,country,region,country_code,organiser,organiser_web_domain,organiser_top_level_web_domain,organiser_normalised_name,organiser_common_name,organiser_country_code,venue,address,longitude,latitude,workshop_type,workshop_subtype,workshop_status,tags,website_url,workshop_domains
2018-09-06-oxford,2018.0,2018-09-06,2018-09-07,30,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"Seminar Rooms 1-2, Level 2, New Radcliffe House, 49 Walton Street, Oxford OX2 6AE",-1.2665389999999999,51.760206,SWC,,,['SWC'],https://rroxford.github.io/2018-09-06-oxford/,
2021-02-18-kpoterlowicz,2021.0,2021-02-18,2021-02-19,0,United Kingdom,Yorkshire and The Humber,GB,University of Bradford,bradford.ac.uk,bradford.ac.uk,UNIVERSITY OF BRADFORD,University of Bradford,GB,University of Bradford,"Richmond Road, Bradford",-1.7621330000000002,53.791716,DC,,,"['DC', 'online', 'automated-email']",https://kpoterlowicz.github.io/2021-02-18-kpoterlowicz/,
2014-12-11-ugsupa,2014.0,2014-12-11,2014-12-12,14,United Kingdom,Scotland,GB,University of Glasgow,gla.ac.uk,gla.ac.uk,UNIVERSITY OF GLASGOW,University of Glasgow,GB,University of Glasgow,"Lab 323, Kelvin Building, G12 8SU",-4.291651,55.871708999999996,SWC,,,['SWC'],https://supa-uk.github.io/2014-12-11-ugsupa/,
2017-05-08-leeds,2017.0,2017-05-08,2017-05-09,18,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,University of Leeds,"Woodhouse Lane, Leeds, LS2 9JT",-1.55231,53.808116000000005,SWC,,,['SWC'],https://arcleeds.github.io/2017-05-08-leeds/,
2020-06-30-earlham,2020.0,2020-06-30,2020-07-02,0,United Kingdom,Eastern,GB,Earlham Institute,earlham.ac.uk,earlham.ac.uk,EARLHAM INSTITUTE,Earlham Institute,GB,Earlham Institute (online),online,1.2189869,52.621740700000004,SWC,,,"['SWC', 'online']",https://tgac.github.io/2020-06-30-earlham/,
2013-06-03-southampton,2013.0,2013-06-03,2013-06-04,48,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,University of Southampton, ,-1.395599,50.937715999999995,SWC,,,['SWC'],https://swcarpentry.github.io/2013-06-03-southampton/,
2017-12-11-Imperial,2017.0,2017-12-11,2017-12-12,26,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,ARCHER - Imperial College London,"PC lab in Sir Ernst Chain 311, 7 Imperial College Rd, Kensington, London SW7 2AZ",-0.178248,51.497687,SWC,,,['SWC'],https://hpcarcher.github.io/2017-12-11-Imperial/,
2019-05-09-manchester,2019.0,2019-05-09,2019-05-10,8,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University Of Manchester,"5.211, University Place, Oxford Road, Manchester, UK and 3.62 Simon Building, Oxford Road, Manchester, UK",-2.233694,53.466817000000006,SWC,,,['SWC'],https://uomresearchit.github.io/2019-05-09-manchester/,
2019-02-20-edinburgh-sbs-dc,2019.0,2019-02-20,2019-02-28,45,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"The University of Edinburgh, School of Biological Sciences","Room 4325C, James Clerk Maxwell Building, Peter Guthrie Tait Road, Edinburgh, EH9 3FD",-3.1736720000000003,55.921804,DC,,,['DC'],https://edcarp.github.io/2019-02-20-edinburgh-sbs-dc/,
2019-05-01-Imperial,2019.0,2019-05-01,2019-05-02,18,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"Sherfield  ICSM S309, South Kensington Campus",-0.174877,51.4988,SWC,,,['SWC'],https://kmichali.github.io/2019-05-01-Imperial/,
2015-09-17-southampton,2015.0,2015-09-17,2015-09-18,37,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,University of Southampton,"Room 3077, Building 32,",-1.396167,50.934039,SWC,,,['SWC'],https://southampton-rsg.github.io/2015-09-17-southampton/,
2019-11-15-edinburgh-library-carpentry,2019.0,2019-11-15,2020-05-01,0,United Kingdom,Scotland,GB,National Library of Scotland,nls.uk,nls.uk,,,GB,University of Edinburgh,"Digital Scholarship Centre, Floor 6, University of Edinburgh Main Library, George Square, Edinburgh, UK",-3.1882669999999997,55.953251,LC,Circuits,,"['LC', 'Circuits']",https://edcarp.github.io/2019-11-15-edinburgh-library-carpentry/,
2019-11-19-aberystwyth,2019.0,2019-11-19,2019-11-20,0,United Kingdom,Wales,GB,University of Aberystwyth,aber.ac.uk,aber.ac.uk,PRIFYSGOL ABERYSTWYTH,Prifysgol Aberystwyth,GB,Aberystwyth University,"Old College, King Street",-4.08817,52.414590000000004,SWC,Circuits,,"['SWC', 'Circuits']",https://scw-aberystwyth.github.io/2019-11-19-aberystwyth/,
2016-02-16-EPCC,2016.0,2016-02-16,2016-02-17,22,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh (EPCC),"University of Edinburgh, Room 1026c, James Clerk Maxwell Building, King's Buildings, Peter Guthrie Tait Road, Edinburgh, EH9 3FD",-3.1738225,55.9216414,SWC,,,['SWC'],http://hpcarcher.github.io/2016-02-16-EPCC/,
2016-10-17-edinburgh,2016.0,2016-10-17,2016-10-18,26,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"CoDiMa - International Centre for Mathematical Sciences, Edinburgh","15 South College Street, Edinburgh, EH8 9AA",-3.187138,55.946993000000006,SWC,,,['SWC'],https://widdowquinn.github.io/2016-10-17-edinburgh/,
2018-04-12-southampton-swc,2018.0,2018-04-12,2018-04-13,0,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,University of Southampton,Building 67 / room 1007 and Building 32 / room 3077,-1.3966,50.936714,SWC,,,['SWC'],https://southampton-rsg.github.io/2018-04-12-southampton-swc/,
2019-04-15-elixir-france,2019.0,2019-03-25,2019-03-29,0,France,Eastern,FR,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,,,1.2189869,52.621740700000004,SWC,,,['SWC'],,
2018-11-05-ttt-online,2018.0,2018-11-05,2018-11-06,13,United Kingdom,Yorkshire and The Humber,GB,University of Sheffield,shef.ac.uk,shef.ac.uk,UNIVERSITY OF SHEFFIELD,University of Sheffield,GB,Internet,Internet,-123.39333300000001,-48.876667,TTT,,,"['TTT', 'online']",https://alex-konovalov.github.io/2018-11-05-ttt-online/,
2021-05-18-nhs-online,2021.0,2021-05-18,2021-05-19,0,United Kingdom,,GB,National Health Services Library and  Knowledge Services,hee.nhs.uk,hee.nhs.uk,,,GB,NHS Library and Health Services,Online,,,LC,,,"['online', 'automated-email', 'LC']",https://anenadic.github.io/2021-05-18-nhs-online/,
2018-03-28-paris,2018.0,2018-03-28,2018-03-29,12,France,Eastern,FR,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,Institut Pasteur Paris,"25-28 Rue du Dr Roux, 75015 Paris",2.310683,48.840447,SWC,,,['SWC'],https://elixir-iib-training.github.io/2018-03-28-paris/,
2017-12-14-UCL_software_carpentry,2017.0,2017-12-14,2017-12-15,33,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Rooms 1 and 2 in 188 Tottenham Court Road, London W1T 7PH",-0.13517200000000001,51.521712,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2017-12-14-UCL_software_carpentry/,
2019-05-15-bham,2019.0,2019-05-15,2019-05-17,16,United Kingdom,West Midlands,GB,University of Birmingham,birmingham.ac.uk,birmingham.ac.uk,UNIVERSITY OF BIRMINGHAM,University of Birmingham,GB,University of Birmingham,Murray Learning Centre UG08,-1.935646,52.45069300000001,SWC,,,['SWC'],https://bham-carpentries.github.io/2019-05-15-bham/,
2018-04-18-ttt-leeds,2018.0,2018-04-18,2018-04-19,5,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,The University of Leeds,"Liberty Building 1.14, University of Leeds Western Campus, Moorland Rd, Leeds LS3 1DB",-1.5709498,53.808152,TTT,,,['TTT'],https://arctraining.github.io/2018-04-18-leeds-ttt/,
2012-09-13-dafx,2012.0,2012-09-13,2012-09-14,33,United Kingdom,Yorkshire and The Humber,GB,University of York,york.ac.uk,york.ac.uk,UNIVERSITY OF YORK,University of York,GB,University of York,University of York,-1.0529144,53.94819329999999,SWC,,,['SWC'],https://swcarpentry.github.io/2012-09-13-dafx/,
2020-01-09-kcl,2020.0,2020-01-09,2020-01-10,0,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,King's College London,"King's College London, Strand Campus, Bush House South East Wing, Room BH(SE) 1.01 (Jan. 9) and BH(SE) 6.04 (Jan. 10), 300, Strand, London WC2R 1AE",-0.11556,51.513115,SWC,,,['SWC'],https://swc-kc-london-01-2020.github.io/SWC-KCL-202001/,
2017-11-08-southampton-swc,2017.0,2017-11-08,2017-11-09,17,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,University of Southampton,Old Thorns Manor Hotel Gold & Country Estate,-0.832234,51.074874,SWC,,,['SWC'],https://southampton-rsg.github.io/2017-11-08-southampton-swc/,
2019-03-28-heriotwatt,2019.0,2019-03-28,2019-03-29,25,United Kingdom,Scotland,GB,Heriot Watt University,hw.ac.uk,hw.ac.uk,HERIOT-WATT UNIVERSITY,Heriot-Watt University,GB,Heriot Watt University,James Watt Study Hub,-3.26227,55.92261,SWC,,,['SWC'],https://edcarp.github.io/2019-03-28-heriotwatt/,
2019-11-04-UCL_software_carpentry,2019.0,2019-11-04,2019-11-05,18,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,UCL,"Basement cluster, Foster Court, Gower St, Bloomsbury, London WC1E 6BT",-0.13263,51.52245,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2019-11-04-UCL_software_carpentry/,
2015-01-14-oxford,2015.0,2015-01-14,2015-01-15,67,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"Atmospheric Oceanic and Planetary Physics Department, Dobson Room, Atmospheric Physics Building, Sherrington Road, Oxford",-1.25596,51.759155,SWC,,,['SWC'],https://jpallen.github.io/2015-01-14-oxford/,
2017-08-16-sheffield,2017.0,2017-08-16,2017-08-17,28,United Kingdom,Yorkshire and The Humber,GB,University of Sheffield,shef.ac.uk,shef.ac.uk,UNIVERSITY OF SHEFFIELD,University of Sheffield,GB,University of Sheffield,"Workroom 1 (G04), Diamond, 32 Leavygreave Rd, Sheffield S3 7RD",-1.4817909,53.381590599999996,SWC,,,['SWC'],http://rse.shef.ac.uk/2017-08-16-sheffield/,
2015-11-23-instructor-training-manchester,2015.0,2015-11-23,2015-11-24,25,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,"Atlas Rooms 1 and 2, Kilburn Building, School of Computer Science, University of Manchester, Oxford Road, Manchester M13 9PL",-2.233924,53.467674,TTT,,,['TTT'],http://apawlik.github.io/2015-11-23-instructor-training-manchester/,
2019-10-08-ttt-manchester,2019.0,2019-10-08,2019-10-09,0,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University Of Manchester,"Atlas room 1, Kilburn Building, Oxford Road, Manchester, M13 9PL",-2.244644,53.483959,TTT,,,['TTT'],https://gcapes.github.io/2019-10-08-ttt-manchester/,
2019-12-11-durham,2019.0,2019-12-11,2019-12-11,0,United Kingdom,North East,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,Library Carpentry NE England at Durham University,"Bill Bryson Library, Stockton Road, Durham, Durham, DH1 3LY",-1.5730790000000001,54.768265,LC,Circuits,,"['LC', 'Circuits']",https://philreeddata.github.io/2019-12-11-durham/,
2017-07-13-ttt-online,2017.0,2017-07-13,2017-07-14,16,United Kingdom,Scotland,GB,SSI Software Sustainability Institute,software.ac.uk,software.ac.uk,THE SOFTWARE SUSTAINABILITY INSTITUTE,Software Sustainability Institute,GB,Internet,Internet,-123.39333300000001,-48.876667,TTT,,,"['TTT', 'online']",https://anenadic.github.io/2017-07-13-ttt-online/,
2018-10-09-ttt-online,2018.0,2018-10-09,2018-10-10,24,United Kingdom,Scotland,GB,SSI Software Sustainability Institute,software.ac.uk,software.ac.uk,THE SOFTWARE SUSTAINABILITY INSTITUTE,Software Sustainability Institute,GB,Internet,Internet,-123.39333300000001,-48.876667,TTT,,,"['TTT', 'online']",https://anenadic.github.io/2018-10-09-ttt-online/,
2016-11-10-uclhep,2016.0,2016-11-10,2016-11-11,18,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Room 2.23, Chadwick Building, UCL, Gower Street, London WC1E 6BT",-0.13409200000000002,51.524133,SWC,,,['SWC'],https://ucl-hep.github.io/2016-11-10-uclhep/,
2017-12-05-ttt-southampton,2017.0,2017-12-05,2017-12-06,18,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,University of Southampton,"Room 3011, Building 34, Highfield Campus, University of Southampton",-1.39535,50.934433,TTT,,,['TTT'],https://softwaresaved.github.io/2017-12-05-ttt-southampton/,
2021-04-08-ansys-online,2021.0,2021-04-08,2021-04-08,0,United Kingdom,London,GB,"Ansys, Europe, Middle East and Africa - Field Engineering Services",ansys.com,ansys.com,ANSYS INC.,Ansys,GB,Ansys (online),online,-0.128404328,51.51805448,,Circuits,,"['private-event', 'online', 'Circuits', 'automated-email']",https://jgd10.github.io/2021-04-08-ansys-online/,
2017-03-16-ttt-oxford,2017.0,2017-03-16,2017-03-17,24,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"IT Suite, Manor Road Building, Manor Road, Oxford, OX1 3UQ",-1.246788,51.757295,TTT,,,['TTT'],https://steve-crouch.github.io/2017-03-16-oxford-ttt/,
2018-02-26-Leicester,2018.0,2018-02-26,2018-02-27,0,United Kingdom,East Midlands,GB,University of Leicester,le.ac.uk,le.ac.uk,UNIVERSITY OF LEICESTER,University of Leicester,GB,ARCHER Software Carpentry @ The University of Leicester,"IT Room 2, David Wilson Library, University Rd, Leicester, LE1 9QD",-1.124965,52.620365,SWC,,,['SWC'],https://hpcarcher.github.io/2018-02-26-Leicester/,
2017-12-14-MAN-SS-PILOT01,2017.0,2017-12-14,2017-12-15,13,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,Humanities Bridgeford St. (Building 35),-2.236463,53.466722,DC,,,['DC'],https://petersmyth12.github.io/2017-12-14-MAN-SS-PILOT01,
2014-04-09-GARNET,2014.0,2014-04-09,2014-04-10,28,United Kingdom,West Midlands,GB,University of Warwick,warwick.ac.uk,warwick.ac.uk,UNIVERSITY OF WARWICK,University of Warwick,GB,"GARNet, University of Warwick","School of Life Sciences on Gibbet Hill Campus, Coventry",-1.5639370000000001,52.3802961,SWC,,,['SWC'],https://apawlik.github.io/2014-04-09-GARNET/,
2020-07-01-sfc-online,2020.0,2020-07-01,2020-07-02,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,ONLINE,ONLINE,-3.187347,55.945358,DC,,,"['DC', 'online']",https://edcarp.github.io/2020-07-01-sfc-online/,
2021-05-20-rslondon-R,2021.0,2021-05-20,2021-05-27,0,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,Research Software London (online),online,-0.17485548581311378,51.498816740679544,SWC,,,"['SWC', 'online', 'automated-email']",https://rslondon.github.io/2021-05-20-rslondon-R/,
2017-11-21-EI,2017.0,2017-11-21,2017-11-22,15,United Kingdom,Eastern,GB,Earlham Institute,earlham.ac.uk,earlham.ac.uk,EARLHAM INSTITUTE,Earlham Institute,GB,Earlham Institute,"Norwich Research Park, Norwich, NR4 7UZ",1.2194610000000001,52.621793000000004,DC,,,['DC'],http://tgac.github.io/2017-11-21-EI,
2019-02-07-Edinburgh-OpenRefine,2019.0,2019-02-07,2019-02-07,17,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,The University of Edinburgh - Lister Learning and Teaching Centre (Central Area),"2.14 - Teaching Studio, Lister Learning and Teaching Centre (Central Area). 5 Roxburgh Place, Edinburgh, EH8 9SU",-3.184586,55.94745699999999,DC,Circuits,,"['DC', 'Circuits']",https://edcarp.github.io/2019-02-07-Edinburgh-OpenRefine/,
2017-03-23-standrews,2017.0,2017-03-23,2017-03-24,20,United Kingdom,Scotland,GB,University of St. Andrews,st-andrews.ac.uk,st-andrews.ac.uk,UNIVERSITY OF ST ANDREWS,University of St Andrews,GB,University of St Andrews,"Bute Annexe - CAPOD Training room 4 (beside front entrance of Bute Building, Queen's Terrace, St Andrews KY16 9TS)",-2.7940650000000002,56.337475,SWC,,,['SWC'],https://alex-konovalov.github.io/2017-03-23-standrews/,
2014-02-18-UCL,2014.0,2014-02-18,2014-02-19,27,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,London,-0.134475,51.5243625,SWC,,,['SWC'],https://apawlik.github.io/2014-02-18-UCL/,
2018-05-24-ttt-online,2018.0,2018-05-24,2018-05-25,16,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,Internet,Internet,-123.39333300000001,-48.876667,TTT,,,"['TTT', 'online']",https://alex-konovalov.github.io/2018-05-24-ttt-online/,
2021-01-18-edinburgh-online,2021.0,2021-01-18,2021-01-21,0,United Kingdom,Scotland,GB,Edinburgh Parallel Computing Centre,epcc.ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,EPCC (online),online,-3.188111,55.948003,,Circuits,,"['online', 'Circuits']",https://epcced.github.io/2021-01-18-edinburgh-online/,
2016-09-19-ttt-cambridge,2016.0,2016-09-19,2016-09-20,28,United Kingdom,Eastern,GB,University of Cambridge,cam.ac.uk,cam.ac.uk,UNIVERSITY OF CAMBRIDGE,University of Cambridge,GB,University of Cambridge,"Bioinformatics Training Room, Craik-Marshall Building, Downing Site",0.122492,52.201923,TTT,,,['TTT'],https://swcarpentry.github.io/2016-09-19-ttt-cambridge/,
2019-10-09-edinburgh-igmm-git,2019.0,2019-10-09,2019-10-09,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"IGMM, The University of Edinburgh","Medical Education Centre, Computing Lab, Western General Hospital",-3.2334490000000002,55.96219,SWC,,,['SWC'],https://edcarp.github.io/2019-10-09-edinburgh-igmm-git/,
2017-09-26-oxford,2017.0,2017-09-26,2017-09-27,13,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"Department of Anthropology,64 Banbury Road, Oxford OX2 6PE",-1.2603280000000001,51.764476,DC,,,['DC'],https://rroxford.github.io/2017-09-26-oxford/,
2018-06-12-Edinburgh,2018.0,2018-06-12,2018-06-13,22,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"LG.07 Teaching Studio, David Hume Tower,  George Square, Edinburgh, EH8 9JX",-3.186577,55.943197999999995,DC,,,['DC'],https://ewallace.github.io/2018-06-12-Edinburgh/,
2016-03-23-Imperial,2016.0,2016-03-23,2016-03-24,19,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"Imperial College London, ICT Training Room, 204 Central Library Sherfield Building, Exhibition Road, South Kensington, London, SW7 2AZ",-0.174877,51.4988,SWC,,,['SWC'],http://hpcarcher.github.io/2016-03-23-Imperial/,
2013-12-03-edinburgh,2013.0,2013-12-03,2013-12-04,34,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"Room 3217, James Clark Maxwell Building, Kings Buildings, Mayfield Road, Edinburgh, EH9 3JZ",-3.174155,55.921628000000005,SWC,,,['SWC'],https://mikej888.github.io/2013-12-03-edinburgh/,
2020-04-21-ucl-online,2020.0,2020-04-21,2020-04-21,10,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,UCL,,-0.13622879999999998,51.5245592,SWC,Circuits,,"['SWC', 'online', 'Circuits']",https://www.ucl.ac.uk/research-it-services/services/research-it-training/index.html,
2016-01-06-bristol,2016.0,2016-01-06,2016-01-08,26,United Kingdom,South West,GB,University of Bristol,bristol.ac.uk,bristol.ac.uk,UNIVERSITY OF BRISTOL,University of Bristol,GB,NERC / University of Bristol,"School of Earth Sciences, University of Bristol, Wills Memorial Building, Queens Road, Bristol BS8 1RJ. United Kingdom",-2.6039999999999996,51.456,SWC,,,['SWC'],https://andreww.github.io/2016-01-06-bristol/,
2019-02-11-bham,2019.0,2019-02-11,2019-02-13,20,United Kingdom,West Midlands,GB,University of Birmingham,birmingham.ac.uk,birmingham.ac.uk,UNIVERSITY OF BIRMINGHAM,University of Birmingham,GB,University of Birmingham,Physics Poynting - P09,-1.928941,52.449875,SWC,,,['SWC'],https://bham-carpentries.github.io/2019-02-11-bham,
2014-11-17-liverpool,2014.0,2014-11-17,2014-11-18,30,United Kingdom,North West,GB,University of Liverpool,liv.ac.uk,liv.ac.uk,UNIVERSITY OF LIVERPOOL,University of Liverpool,GB,University of Liverpool,"Foresight Centre, 1 Brownlow Street, Liverpool, L69 3GL",-2.9723748,53.4087914,SWC,,,['SWC'],https://kkwakwa.github.io/2014-11-17-liverpool/,
2018-05-16-elixir-slovenia,2019.0,2019-05-15,2019-05-17,0,Slovenia,Eastern,SI,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,"University of Ljubljana, Faculty of Medicine","Faculty of Medicine, Vrazov trg 2, Ljubljana",14.518158999999999,46.050919,SWC,,,['SWC'],,
2016-06-22-UCL_software_carpentry,2016.0,2016-06-22,2016-06-23,22,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"ISD training room B07; 1-19 Torrington Place, WC1E 7HB",-0.134323,51.521869,SWC,,,['SWC'],http://ucl-rits.github.io/2016-06-22-UCL_software_carpentry/,
2018-06-12-bru-datacarpentry-inbo-elixir,2018.0,2018-06-12,2018-06-13,17,Belgium,Eastern,BE,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,U-residence,"Generaal Jacqueslaan 271, 1050 Brussels",4.394176,50.824343,DC,,,['DC'],https://inbo.github.io/2018-06-12-bru-datacarpentry-inbo-elixir/,
2017-10-31-UCL_software_carpentry,2017.0,2017-10-31,2017-11-01,30,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Rooms 1 and 2 in the basement of 188 Tottenham Court Road, London W1T7PH",-0.133401,51.524774,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2017-10-31-UCL_software_carpentry/,
2019-12-16-london-kcl,2019.0,2019-12-16,2019-12-17,0,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,Kings College London,"Rm 2.09, Bush House, Strand, London WC2R 1ES",-0.11896,51.511590000000005,SWC,,,['SWC'],https://punama.github.io/2019-12-16-london-kcl/,
2019-06-04-edinburgh,2019.0,2019-06-04,2019-06-05,21,United Kingdom,South East,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,Edinburgh University,Edinburgh,-1.2603280000000001,51.764476,DC,,,['DC'],https://edcarp.github.io/2019-06-04-edinburgh/,
2018-04-25-UCL_software_carpentry,2018.0,2018-04-25,2018-04-26,15,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,UCL,"Cruciform Hub cluster room, Cruciform Building, Gower St, London, WC1E",-0.13508399999999998,51.524253,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2018-04-25-UCL_software_carpentry/,
2018-05-21-Imperial,2018.0,2018-05-21,2018-05-22,0,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"Sir Ernst Chain building 311, South Kensington Campus, Imperial College London, SW7 2AZ",-0.174877,51.4988,SWC,,,['SWC'],https://kmichali.github.io/2018-05-21-Imperial/,
2018-07-19-ss-dc-manchester,2018.0,2018-07-19,2018-07-20,21,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,"Basement Lab, Humanities Bridgeford St. Building, Cathie Marsh Institute for Social Research",University of Manchester,-2.236463,53.466722,DC,,,['DC'],https://petersmyth12.github.io/2018-07-19-ss-dc-manchester/,
2019-07-15-UCL_software_carpentry,2019.0,2019-07-15,2019-07-16,8,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,UCL,"G20 cluster, Christopher Ingold Building, Gordon Street, London, UK",-0.132574,51.525256,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2019-07-15-UCL_software_carpentry/,
